Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Weight Unit,Status,,,Additional Information,Benefits,FAQs,Treatment Type,Treatment Problem or Condition,Skin Type,Size,Brand,Usage Information,Ingredients,Video (URLs),Product Photos
skinceuticals-tripeptide-r-neck-repair,SkinCeuticals Tripeptide-R Neck Repair,"
<div class=""product attribute overview"">
        <div class=""value"" itemprop=""description"">Tri-functional corrective treament addresses early to advanced signs of visible neck aging by reducing the appearance of horizontal neck lines and neck skin crepiness.
</div>
</div>

<div class=""specialdescription certifiedinfo"">
<img alt=""Authorized Retailer"" src=""https://store.drjosebarrera.com/media/wysiwyg/certifiedimages/skinceuticals-authorized-retailer-v4.png""></div>
<div class=""product attribute description"">
        <div class=""value""><p>A corrective treatment specifically formulated for the neck, Tripeptide-R Neck Repair is designed to address early to advanced visible signs of neck aging. Combining a tri-functional corrective technology with a hydrating delivery system, Tripeptide-R Neck Repair fortifies skin's extracellular matrix and supports skin's resistance to visible neck aging. Formulated with 0.2% pure, slow-release retinol enhanced with 2.5% tripeptide concentrate and 5.0% glaucine complex, this corrective technology is clinically proven to reduce the appearance of multiple signs of visible neck aging including horizontal neck lines, neck skin crepiness, and improving neck skin firmness. Tripeptide-R Neck Repair is specifically formulated for neck’s fragile skin, is appropriate for daily use, and complements professional treatments</p></div>
</div>
<div class=""mp-reward-earning"" style=""margin: 5px 0px;""><img width=""15"" height=""15"" alt=""Reward Points"" src=""https://store.drjosebarrera.com/media/mageplaza/rewardpoints/default/point_2_1.png""><span style=""margin-left: 5px;"">Earn <strong>2 points</strong> for writing a review for this product</span></div><div class=""product-info-price""><div class=""price-box price-final_price"" data-role=""priceBox"" data-price-box=""product-id-19450"" data-product-id=""19450"">
    

<span class=""price-container price-final_price tax weee"" itemprop=""offers"" itemtype=""http://schema.org/Offer"" itemscope="""">
        <span class=""price-wrapper "" id=""product-price-19450"" data-price-type=""finalPrice"" data-price-amount=""120""><span class=""price"">$120.00</span></span>
                <meta content=""120"" itemprop=""price"">
        <meta content=""USD"" itemprop=""priceCurrency"">
    </span>

</div></div>

<div class=""product-add-form"">
    <form id=""product_addtocart_form"" action=""https://store.drjosebarrera.com/checkout/cart/add/uenc/aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLXRyaXBlcHRpZGUtci1uZWNrLXJlcGFpci5odG1sP3A9MQ%2C%2C/product/19450/"" method=""post"" novalidate=""novalidate"" autocomplete=""off"" data-product-sku=""SKUPROD0001607"">
        <input name=""product"" type=""hidden"" value=""19450"" autocomplete=""off"">
        <input name=""selected_configurable_option"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""related_product"" id=""related-products-field"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""item"" type=""hidden"" value=""19450"" autocomplete=""off"">
        <input name=""form_key"" type=""hidden"" value=""bHWGHKAm2YaUlJxh"" autocomplete=""off"">                            <div class=""box-tocart"">
    <div class=""fieldset"">
                <div class=""field qty"">
            <label class=""label"" for=""qty""><span>Qty</span></label>
            <div class=""control"">
                <input name=""qty"" title=""Qty"" class=""input-text qty"" id=""qty"" type=""number"" value=""1"" autocomplete=""off"" data-validate='{""required-number"":true,""validate-item-quantity"":{""minAllowed"":1,""maxAllowed"":10000}}'><div class=""qty-buttons-wrapper""><div class=""qty-button increase""></div><div class=""qty-button decrease""></div></div>
            </div>
        </div>
                <div class=""actions"">
            <button title=""Add to Cart"" class=""action primary tocart"" id=""product-addtocart-button"" type=""submit"">
                <span>Add to Cart</span>
            </button>
            
<div id=""instant-purchase"" data-bind=""scope:'instant-purchase'"">
    <!-- ko template: getTemplate() --><!-- /ko -->
</div>

        </div>
    </div>
</div>

        
                
<div class=""ambanners ambanner-7"" data-role=""amasty-banner-container"" data-position=""7""></div>
    </form>
</div>
<script>
    require([
        'jquery',
        'priceBox'
    ], function($){
        var dataPriceBoxSelector = '[data-role=priceBox]',
            dataProductIdSelector = '[data-product-id=19450]',
            priceBoxes = $(dataPriceBoxSelector + dataProductIdSelector);

        priceBoxes = priceBoxes.filter(function(index, elem){
            return !$(elem).find('.price-from').length;
        });

        priceBoxes.priceBox({'priceConfig': {""productId"":""19450"",""priceFormat"":{""pattern"":""$%s"",""precision"":2,""requiredPrecision"":2,""decimalSymbol"":""."",""groupSymbol"":"","",""groupLength"":3,""integerRequired"":false}}});
    });
</script><div class=""product-social-links"">    <div class=""product-addto-links addto-links"" data-role=""add-to-links"">
        
            <a title=""Add to Wishlist"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Wishlist"" href=""#"" data-action=""add-to-wishlist"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/wishlist\/index\/add\/"",""data"":{""product"":""19450"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLXRyaXBlcHRpZGUtci1uZWNrLXJlcGFpci5odG1sP3A9MQ,,""}}'>
            <span class=""icon ib ib-hover ic ic-heart icon-color-productview""></span>
            <span class=""label"">Add to Wishlist</span>
            </a>
            
            <a title=""Add to Compare"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Compare"" href=""#"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/catalog\/product_compare\/add\/"",""data"":{""product"":""19450"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLXRyaXBlcHRpZGUtci1uZWNrLXJlcGFpci5odG1sP3A9MQ,,""}}'>
            <span class=""icon ib ib-hover ic ic-compare icon-color-productview""></span>
            <span class=""label"">Add to Compare</span>
            </a>
                </div>
    
    <a title=""Email"" class=""action mailto friend feature feature-icon-hover"" href=""https://store.drjosebarrera.com/sendfriend/product/send/id/19450/cat_id/39/"">
       <span class=""icon ib ib-hover ic ic-letter icon-color-productview""></span>  
       <span class=""label"">Email</span></a>
</div>                                                                                                                                                                                                                                                                                                                                                            
",SkinCeuticals,Product,,TRUE,,,19450,$120.00 ,TRUE,TRUE,lb,active,,,"
                        <div class=""additional-attributes-wrapper table-wrapper"">
        <table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
            <caption class=""table-caption"">More Information</caption>
            <tbody>
                            <tr>
                    <th class=""col label"" scope=""row"">Benefits</th>
                    <td class=""col data"" data-th=""Benefits""><ul>
<li>Clinically proven to improve the appearance of visible neck aging including horizontal neck lines, loss of firmness, and reduce crepiness</li>
<li>Paraben-, alcohol-, dye-, and fragrance-free</li>
<li>Ideal as a homecare complement to professional neck contouring treatments, such as under-chin cryolipolysis</li>
</ul></td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">FAQs</th>
                    <td class=""col data"" data-th=""FAQs"">N/A</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Skin Type</th>
                    <td class=""col data"" data-th=""Skin Type"">Combination Skin, Dry Skin, Normal Skin, Oily Skin</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Size</th>
                    <td class=""col data"" data-th=""Size"">50 ML</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Brand</th>
                    <td class=""col data"" data-th=""Brand"">SkinCeuticals</td>
                </tr>
                        </tbody>
        </table>
    </div>
                ","<ul>
<li>Clinically proven to improve the appearance of visible neck aging including horizontal neck lines, loss of firmness, and reduce crepiness</li>
<li>Paraben-, alcohol-, dye-, and fragrance-free</li>
<li>Ideal as a homecare complement to professional neck contouring treatments, such as under-chin cryolipolysis</li>
</ul>",N/A,,,"Combination Skin, Dry Skin, Normal Skin, Oily Skin",50 ML,SkinCeuticals,"
                    <p>Apply 1-2 pumps every other night from décolleté to jawline by massaging the product in an upward motion. After one week, increase use to nightly, then twice daily as tolerated or as advised by a skincare professional.</p>                ","
                    <ul>
<li>0.2% PURE RETINOL</li>
<li>2.5% TRIPEPTIDE CONCENTRATE</li>
<li>5.0% GLAUCINE COMPLEX</li>
</ul>                ",,https://store.drjosebarrera.com/media/catalog/product/cache/e48bc02676090cdee0f5e795d38346da/t/r/tripeptide-r-neck-repair.png
skinceuticals-glycolic-renewal-cleanser,SkinCeuticals Glycolic Renewal Cleanser Gel,"
<div class=""product attribute overview"">
        <div class=""value"" itemprop=""description"">Daily exfoliating cleansing gel targets dullness and rough skin texture for a clear and bright complexion.</div>
</div>

<div class=""specialdescription certifiedinfo"">
<img alt=""Authorized Retailer"" src=""https://store.drjosebarrera.com/media/wysiwyg/certifiedimages/skinceuticals-authorized-retailer-v4.png""></div>
<div class=""product attribute description"">
        <div class=""value""><p>Glycolic Renewal Cleanser is a high-concentration, soft-foaming gel cleanser designed to effectively exfoliate skin. Formulated with a free acid value of 8% glycolic acid, combined with 1% phytic acid, aloe leaf juice, and glycerin, this exfoliating cleanser helps deliver a clear and bright complexion while removing oil, dirt, debris, and long-wear makeup without stripping the skin of moisture.</p>
<div></div>
<ul></ul></div>
</div>
<div class=""mp-reward-earning"" style=""margin: 5px 0px;""><img width=""15"" height=""15"" alt=""Reward Points"" src=""https://store.drjosebarrera.com/media/mageplaza/rewardpoints/default/point_2_1.png""><span style=""margin-left: 5px;"">Earn <strong>2 points</strong> for writing a review for this product</span></div><div>
<div class=""value"" itemprop=""promodescription_text""></div>
</div>
<div class=""product-info-price""><div class=""price-box price-final_price"" data-role=""priceBox"" data-price-box=""product-id-16922"" data-product-id=""16922"">
    

<span class=""price-container price-final_price tax weee"" itemprop=""offers"" itemtype=""http://schema.org/Offer"" itemscope="""">
        <span class=""price-wrapper "" id=""product-price-16922"" data-price-type=""finalPrice"" data-price-amount=""38""><span class=""price"">$38.00</span></span>
                <meta content=""38"" itemprop=""price"">
        <meta content=""USD"" itemprop=""priceCurrency"">
    </span>

</div></div>

<div class=""product-add-form"">
    <form id=""product_addtocart_form"" action=""https://store.drjosebarrera.com/checkout/cart/add/uenc/aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdseWNvbGljLXJlbmV3YWwtY2xlYW5zZXIuaHRtbD9wPTE%2C/product/16922/"" method=""post"" novalidate=""novalidate"" autocomplete=""off"" data-product-sku=""SKUPROD001060"">
        <input name=""product"" type=""hidden"" value=""16922"" autocomplete=""off"">
        <input name=""selected_configurable_option"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""related_product"" id=""related-products-field"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""item"" type=""hidden"" value=""16922"" autocomplete=""off"">
        <input name=""form_key"" type=""hidden"" value=""bHWGHKAm2YaUlJxh"" autocomplete=""off"">                            <div class=""box-tocart"">
    <div class=""fieldset"">
                <div class=""field qty"">
            <label class=""label"" for=""qty""><span>Qty</span></label>
            <div class=""control"">
                <input name=""qty"" title=""Qty"" class=""input-text qty"" id=""qty"" type=""number"" value=""1"" autocomplete=""off"" data-validate='{""required-number"":true,""validate-item-quantity"":{""minAllowed"":1,""maxAllowed"":10000}}'><div class=""qty-buttons-wrapper""><div class=""qty-button increase""></div><div class=""qty-button decrease""></div></div>
            </div>
        </div>
                <div class=""actions"">
            <button title=""Add to Cart"" class=""action primary tocart"" id=""product-addtocart-button"" type=""submit"">
                <span>Add to Cart</span>
            </button>
            
<div id=""instant-purchase"" data-bind=""scope:'instant-purchase'"">
    <!-- ko template: getTemplate() -->
<!-- ko if: showButton() --><!-- /ko -->
<!-- /ko -->
</div>

        </div>
    </div>
</div>

        
                
<div class=""ambanners ambanner-7"" data-role=""amasty-banner-container"" data-position=""7""></div>
    </form>
</div>
<script>
    require([
        'jquery',
        'priceBox'
    ], function($){
        var dataPriceBoxSelector = '[data-role=priceBox]',
            dataProductIdSelector = '[data-product-id=16922]',
            priceBoxes = $(dataPriceBoxSelector + dataProductIdSelector);

        priceBoxes = priceBoxes.filter(function(index, elem){
            return !$(elem).find('.price-from').length;
        });

        priceBoxes.priceBox({'priceConfig': {""productId"":""16922"",""priceFormat"":{""pattern"":""$%s"",""precision"":2,""requiredPrecision"":2,""decimalSymbol"":""."",""groupSymbol"":"","",""groupLength"":3,""integerRequired"":false}}});
    });
</script><div class=""product-social-links"">    <div class=""product-addto-links addto-links"" data-role=""add-to-links"">
        
            <a title=""Add to Wishlist"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Wishlist"" href=""#"" data-action=""add-to-wishlist"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/wishlist\/index\/add\/"",""data"":{""product"":""16922"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdseWNvbGljLXJlbmV3YWwtY2xlYW5zZXIuaHRtbD9wPTE,""}}'>
            <span class=""icon ib ib-hover ic ic-heart icon-color-productview""></span>
            <span class=""label"">Add to Wishlist</span>
            </a>
            
            <a title=""Add to Compare"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Compare"" href=""#"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/catalog\/product_compare\/add\/"",""data"":{""product"":""16922"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdseWNvbGljLXJlbmV3YWwtY2xlYW5zZXIuaHRtbD9wPTE,""}}'>
            <span class=""icon ib ib-hover ic ic-compare icon-color-productview""></span>
            <span class=""label"">Add to Compare</span>
            </a>
                </div>
    
    <a title=""Email"" class=""action mailto friend feature feature-icon-hover"" href=""https://store.drjosebarrera.com/sendfriend/product/send/id/16922/cat_id/39/"">
       <span class=""icon ib ib-hover ic ic-letter icon-color-productview""></span>  
       <span class=""label"">Email</span></a>
</div>                                                                                                                                                                                                                                                                                                                                                            
",SkinCeuticals,Product,,TRUE,,,16922,$38.00 ,TRUE,TRUE,lb,active,,,"
                        <div class=""additional-attributes-wrapper table-wrapper"">
        <table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
            <caption class=""table-caption"">More Information</caption>
            <tbody>
                            <tr>
                    <th class=""col label"" scope=""row"">Benefits</th>
                    <td class=""col data"" data-th=""Benefits""><ul>
<li>Features a free acid value of 8% glycolic acid to promote cellular turnover</li>
<li>Removes long-wear makeup</li>
<li>Non-comedogenic and alcohol-free</li>
<li>Suitable for twice daily use</li>
<li>Ideal as a complement to skin brightening and clarifying aesthetic procedures, including chemical peels</li>
</ul></td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">FAQs</th>
                    <td class=""col data"" data-th=""FAQs"">N/A</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Skin Type</th>
                    <td class=""col data"" data-th=""Skin Type"">Acneic Skin, Aging Skin, Combination Skin, Dry Skin, Normal Skin, Oily Skin</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Size</th>
                    <td class=""col data"" data-th=""Size"">5.0 fl oz.</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Brand</th>
                    <td class=""col data"" data-th=""Brand"">SkinCeuticals</td>
                </tr>
                        </tbody>
        </table>
    </div>
                ","<ul>
<li>Features a free acid value of 8% glycolic acid to promote cellular turnover</li>
<li>Removes long-wear makeup</li>
<li>Non-comedogenic and alcohol-free</li>
<li>Suitable for twice daily use</li>
<li>Ideal as a complement to skin brightening and clarifying aesthetic procedures, including chemical peels</li>
</ul>",N/A,,,"Acneic Skin, Aging Skin, Combination Skin, Dry Skin, Normal Skin, Oily Skin",5.0 fl oz.,SkinCeuticals,"
                    <ul>
<li>Twice daily, gently massage a small amount onto a wet face.</li>
<li>Rinse with warm water and pat dry.</li>
<li>If using in the morning, apply before a SkinCeuticals vitamin C serum and sunscreen.</li>
<li>If using in the evening, follow with a SkinCeuticals corrective product or moisturizer.</li>
</ul>                ","
                    <p><strong>8% Glycolic Free Acid Value</strong><br>Derived from sugar cane, this powerful fruit acid helps stimulate skin’s natural exfoliation process and minimizes the buildup of dead skin cells, resulting improvement in the appearance of skin texture, tone, and a brighter complexion.</p>
<p><strong>1% Phytic acid</strong><br>Naturally present in legumes and seeds, this potent ingredient provides dual-action exfoliation and skin brightening effects. It helps to inhibit the impact of skin aggressors that can cause dullness, promoting skin clarity and glow.</p>
<p><strong>Aloe Barbadensis Leaf Extract</strong><br>Naturally occurring in aloe vera, this potent leaf extract has cooling and refreshing properties that are linked to its moisturizing gel texture.</p>
<p><strong>Glycerin</strong><br>Derived from vegetable sources, this powerful humectant possesses water-binding properties that help deliver intense hydration.</p>
<p><strong>Other ingredients:</strong></p>
<div class=""pdp-key-ingredients"">
<div class=""accordion-content"">
<div class=""pdp-custom-ingredients"">
<div class=""collapsed-content"">
<div class=""tab_content"" id=""tab_ingredients"">
<div class="" content_asset ingredients-3606000481084 "">
<p>AQUA / WATER / EAU, GLYCOLIC ACID, COCO-GLUCOSIDE, PROPYLENE GLYCOL, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, GLYCERIN, SODIUM METHYL COCOYL TAURATE, SODIUM HYDROXIDE, ALOE BARBADENSIS LEAF JUICE, PHYTIC ACID, SODIUM CHLORIDE, PHENOXYETHANOL, DIPROPYLENE GLYCOL, COCONUT ACID, CAPRYLYL GLYCOL, SALICYCLIC ACID, CHLORPHENESIN, ETHYLHEXYLGLYCERIN, BOSWELLIA SERRATA GUM, CYMBOPOGON SCHOENANTHUS OIL, CITRAL, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE, TOCOPHEROL</p>
</div>
</div>
</div>
</div>
</div>
</div>                ",,https://store.drjosebarrera.com/media/catalog/product/cache/e48bc02676090cdee0f5e795d38346da/g/l/glycolic_renewal_cleanser_5.png
skinceuticals-gentle-cleanser-350-ml-online-version,SkinCeuticals Gentle Cleanser 350 ML ,"
<div class=""product attribute overview"">
        <div class=""value"" itemprop=""description"">Mild cream cleanser removes impurities and excess oil, while soothing and calming dry or sensitive skin.</div>
</div>

<div class=""specialdescription certifiedinfo"">
<img alt=""Authorized Retailer"" src=""https://store.drjosebarrera.com/media/wysiwyg/certifiedimages/skinceuticals-authorized-retailer-v4.png""></div>
<div class=""product attribute description"">
        <div class=""value""><p>Gentle Cleanser is a creamy, mild cleanser formulated with an emollient-rich surfactant and 3% concentration of key ingredients combining allantoin, glycerin, and orange oil to soften and restore skin’s surface. This non-foaming, gentle skin cleanser efficiently removes impurities and long-wear face and eye makeup without any traces of residue. Skin is left feeling soft, moisturized, and primed for in-office treatments and at-home cosmeceutical use.</p></div>
</div>
<div class=""mp-reward-earning"" style=""margin: 5px 0px;""><img width=""15"" height=""15"" alt=""Reward Points"" src=""https://store.drjosebarrera.com/media/mageplaza/rewardpoints/default/point_2_1.png""><span style=""margin-left: 5px;"">Earn <strong>2 points</strong> for writing a review for this product</span></div><div>
<div class=""value"" itemprop=""promodescription_text""></div>
</div>
<div class=""product-info-price""><div class=""price-box price-final_price"" data-role=""priceBox"" data-price-box=""product-id-14033"" data-product-id=""14033"">
    

<span class=""price-container price-final_price tax weee"" itemprop=""offers"" itemtype=""http://schema.org/Offer"" itemscope="""">
        <span class=""price-wrapper "" id=""product-price-14033"" data-price-type=""finalPrice"" data-price-amount=""45""><span class=""price"">$45.00</span></span>
                <meta content=""45"" itemprop=""price"">
        <meta content=""USD"" itemprop=""priceCurrency"">
    </span>

</div></div>

<div class=""product-add-form"">
    <form id=""product_addtocart_form"" action=""https://store.drjosebarrera.com/checkout/cart/add/uenc/aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdlbnRsZS1jbGVhbnNlci0zNTAtbWwtb25saW5lLXZlcnNpb24uaHRtbD9wPTE%2C/product/14033/"" method=""post"" novalidate=""novalidate"" autocomplete=""off"" data-product-sku=""SKUPROD400150"">
        <input name=""product"" type=""hidden"" value=""14033"" autocomplete=""off"">
        <input name=""selected_configurable_option"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""related_product"" id=""related-products-field"" type=""hidden"" value="""" autocomplete=""off"">
        <input name=""item"" type=""hidden"" value=""14033"" autocomplete=""off"">
        <input name=""form_key"" type=""hidden"" value=""bHWGHKAm2YaUlJxh"" autocomplete=""off"">                            <div class=""box-tocart"">
    <div class=""fieldset"">
                <div class=""field qty"">
            <label class=""label"" for=""qty""><span>Qty</span></label>
            <div class=""control"">
                <input name=""qty"" title=""Qty"" class=""input-text qty"" id=""qty"" type=""number"" value=""1"" autocomplete=""off"" data-validate='{""required-number"":true,""validate-item-quantity"":{""minAllowed"":1,""maxAllowed"":10000}}'><div class=""qty-buttons-wrapper""><div class=""qty-button increase""></div><div class=""qty-button decrease""></div></div>
            </div>
        </div>
                <div class=""actions"">
            <button title=""Add to Cart"" class=""action primary tocart"" id=""product-addtocart-button"" type=""submit"">
                <span>Add to Cart</span>
            </button>
            
<div id=""instant-purchase"" data-bind=""scope:'instant-purchase'"">
    <!-- ko template: getTemplate() -->
<!-- ko if: showButton() --><!-- /ko -->
<!-- /ko -->
</div>

        </div>
    </div>
</div>

        
                
<div class=""ambanners ambanner-7"" data-role=""amasty-banner-container"" data-position=""7""></div>
    </form>
</div>
<script>
    require([
        'jquery',
        'priceBox'
    ], function($){
        var dataPriceBoxSelector = '[data-role=priceBox]',
            dataProductIdSelector = '[data-product-id=14033]',
            priceBoxes = $(dataPriceBoxSelector + dataProductIdSelector);

        priceBoxes = priceBoxes.filter(function(index, elem){
            return !$(elem).find('.price-from').length;
        });

        priceBoxes.priceBox({'priceConfig': {""productId"":""14033"",""priceFormat"":{""pattern"":""$%s"",""precision"":2,""requiredPrecision"":2,""decimalSymbol"":""."",""groupSymbol"":"","",""groupLength"":3,""integerRequired"":false}}});
    });
</script><div class=""product-social-links"">    <div class=""product-addto-links addto-links"" data-role=""add-to-links"">
        
            <a title=""Add to Wishlist"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Wishlist"" href=""#"" data-action=""add-to-wishlist"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/wishlist\/index\/add\/"",""data"":{""product"":""14033"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdlbnRsZS1jbGVhbnNlci0zNTAtbWwtb25saW5lLXZlcnNpb24uaHRtbD9wPTE,""}}'>
            <span class=""icon ib ib-hover ic ic-heart icon-color-productview""></span>
            <span class=""label"">Add to Wishlist</span>
            </a>
            
            <a title=""Add to Compare"" class=""actionfeature feature-icon-hover"" role=""button"" aria-label=""Add to Compare"" href=""#"" data-post='{""action"":""https:\/\/store.drjosebarrera.com\/catalog\/product_compare\/add\/"",""data"":{""product"":""14033"",""uenc"":""aHR0cHM6Ly9zdG9yZS5kcmpvc2ViYXJyZXJhLmNvbS9za2luY2V1dGljYWxzLWdlbnRsZS1jbGVhbnNlci0zNTAtbWwtb25saW5lLXZlcnNpb24uaHRtbD9wPTE,""}}'>
            <span class=""icon ib ib-hover ic ic-compare icon-color-productview""></span>
            <span class=""label"">Add to Compare</span>
            </a>
                </div>
    
    <a title=""Email"" class=""action mailto friend feature feature-icon-hover"" href=""https://store.drjosebarrera.com/sendfriend/product/send/id/14033/cat_id/39/"">
       <span class=""icon ib ib-hover ic ic-letter icon-color-productview""></span>  
       <span class=""label"">Email</span></a>
</div>                                                                                                                                                                                                                                                                                                                                                            
",SkinCeuticals,Product,,TRUE,,,14033,$45.00 ,TRUE,TRUE,lb,active,,,"
                        <div class=""additional-attributes-wrapper table-wrapper"">
        <table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
            <caption class=""table-caption"">More Information</caption>
            <tbody>
                            <tr>
                    <th class=""col label"" scope=""row"">Benefits</th>
                    <td class=""col data"" data-th=""Benefits""><ul><li>Softens skin while cleansing and lifting surface debris</li><li>Removes long-wear eye and face makeup</li><li>Non-comedogenic formula ideal for daily use</li><li>Paraben-, sulfate-, soap-, synthetic-fragrance-, dye- and alcohol-free</li><li>Suitable for dry, normal, sensitive, reactive, or post-procedure skin</li><li>Ideal complement to in-office treatment such as chemical peels, intense pulsed light, non-ablative laser, microdermabrasion, microneedling, and injectables</li></ul></td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">FAQs</th>
                    <td class=""col data"" data-th=""FAQs"">N/A</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Skin Type</th>
                    <td class=""col data"" data-th=""Skin Type"">Acneic Skin, Aging Skin, Dry Skin, Hyperpigmented , Normal Skin, Rosacea-Prone Skin, Sensitive Skin</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Size</th>
                    <td class=""col data"" data-th=""Size"">11.8 oz.</td>
                </tr>
                            <tr>
                    <th class=""col label"" scope=""row"">Brand</th>
                    <td class=""col data"" data-th=""Brand"">SkinCeuticals</td>
                </tr>
                        </tbody>
        </table>
    </div>
                ","<ul><li>Softens skin while cleansing and lifting surface debris</li><li>Removes long-wear eye and face makeup</li><li>Non-comedogenic formula ideal for daily use</li><li>Paraben-, sulfate-, soap-, synthetic-fragrance-, dye- and alcohol-free</li><li>Suitable for dry, normal, sensitive, reactive, or post-procedure skin</li><li>Ideal complement to in-office treatment such as chemical peels, intense pulsed light, non-ablative laser, microdermabrasion, microneedling, and injectables</li></ul>",N/A,,,"Acneic Skin, Aging Skin, Dry Skin, Hyperpigmented , Normal Skin, Rosacea-Prone Skin, Sensitive Skin",11.8 oz.,SkinCeuticals,"
                    <p>Twice daily gently apply a small amount to the face and neck with a light circular motion. Remove with water, a damp washcloth, or as directed by your skincare professional. Follow with a SkinCeuticals antioxidant and sunscreen in the morning</p>                ","
                    <div class=""tab_content"" id=""tab_keyIngredients""><h4>Key Ingredient 1</h4><p>Allantoin: Derived from the root of the comfrey plant, allantoin promotes a healthy skin barrier by increasing water content in skin, effectively replenishing and smoothing its surface.</p><h4>Key Ingredient 2</h4><p>Glycerin: Derived from vegetable sources, this powerful humectant possesses water-binding properties that help deliver intense hydration.</p><h4>Key Ingredient 3</h4><p>Orange oil: Naturally found in citrus fruit, this essential oil helps to refresh, refine, and invigorate the skin.</p><h4>Key Ingredient 4</h4><p>Emollient-rich surfactant system: Derived from coconut oil fatty acids, this surfactant gently lifts makeup and debris, effectively emulsifying and rinsing clean.</p></div><div class=""pdp-custom-ingredients""><span>Ingredients</span><div class=""tab_content"" id=""tab_ingredients""><div class="" content_asset ingredients-3606000463943 ""><p>aqua / water / eau, c12-15 alkyl benzoate, glycerin, propanediol, cetyl alcohol, methyl gluceth-20, neopentyl glycol dicaprate, peg-100 stearate, glyceryl stearate, polyglyceryl-4 caprate, phenoxyethanol, citrus aurantium dulcis oil / orange peel oil, limonene, acrylates/c10-30 alkyl acrylate crosspolymer, capryl/capramidopropyl betaine, caprylyl glycol, polysorbate 20, allantoin, sodium hydroxide, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, disodium edta, polyquaternium-39, sodium chloride, peg-30 dipolyhydroxystearate, trideceth-6, glycolic acid, sodium benzoate.</p></div></div></div>                ",,https://store.drjosebarrera.com/media/catalog/product/cache/e48bc02676090cdee0f5e795d38346da/g/e/gentle_cleanser_350_3.png
